tip_label,scientificName,spp,validName
Hesperiidae_Eudaminae__Drephalys_oria,Drephalys oria,Drephalys_oria,Drephalys oria
Hesperiidae_Eudaminae__Cephise_nuspesez,Cephise nuspesez,Cephise_nuspesez,Cephise nuspesez
Hesperiidae_Eudaminae__Cephise_aelius,Cephise aelius,Cephise_aelius,Cephise aelius
Hesperiidae_Eudaminae__Urbanus_simplicius,Urbanus simplicius,Urbanus_simplicius,Urbanus simplicius
Hesperiidae_Eudaminae__Urbanus_teleus,Urbanus teleus,Urbanus_teleus,Urbanus teleus
Hesperiidae_Eudaminae__Urbanus_procne,Urbanus procne,Urbanus_procne,Urbanus procne
Hesperiidae_Eudaminae__Urbanus_tanna,Urbanus tanna,Urbanus_tanna,Urbanus tanna
Hesperiidae_Eudaminae__Autochton_longipennis,Autochton longipennis,Autochton_longipennis,Autochton longipennis
Hesperiidae_Eudaminae__Autochton_zarex,Autochton zarex,Autochton_zarex,Autochton zarex
Hesperiidae_Eudaminae__Achalarus_albociliatus,Achalarus albociliatus,Achalarus_albociliatus,Achalarus albociliatus
Hesperiidae_Eudaminae__Achalarus_toxeus,Achalarus toxeus,Achalarus_toxeus,Achalarus toxeus
Hesperiidae_Eudaminae__Astraptes_phalaecus,Astraptes phalaecus,Astraptes_phalaecus,Astraptes phalaecus
Hesperiidae_Eudaminae__Thessia_jalapus,Thessia jalapus,Thessia_jalapus,Thessia jalapus
Hesperiidae_Eudaminae__Urbanus_doryssus,Urbanus doryssus,Urbanus_doryssus,Urbanus doryssus
Hesperiidae_Eudaminae__Urbanus_albimargo,Urbanus albimargo,Urbanus_albimargo,Urbanus albimargo
Hesperiidae_Eudaminae__Thorybes_diversus,Thorybes diversus,Thorybes_diversus,Thorybes diversus
Hesperiidae_Eudaminae__Thorybes_bathyllus,Thorybes bathyllus,Thorybes_bathyllus,Thorybes bathyllus
Hesperiidae_Eudaminae__Thorybes_mexicana,Thorybes mexicana,Thorybes_mexicana,Thorybes mexicana
Hesperiidae_Eudaminae__Autochton_vectilucis,Autochton vectilucis,Autochton_vectilucis,Autochton vectilucis
Hesperiidae_Eudaminae__Thorybes_confusis,Thorybes confusis,Thorybes_confusis,Thorybes confusis
Hesperiidae_Eudaminae__Thorybes_drusius,Thorybes drusius,Thorybes_drusius,Thorybes drusius
Hesperiidae_Eudaminae__Autochton_pseudocellus,Autochton pseudocellus,Autochton_pseudocellus,Autochton pseudocellus
Hesperiidae_Eudaminae__Autochton_cincta,Autochton cincta,Autochton_cincta,Autochton cincta
Hesperiidae_Eudaminae__Thorybes_pylades,Thorybes pylades,Thorybes_pylades,Thorybes pylades
Hesperiidae_Eudaminae__Urbanus_dorantes,Urbanus dorantes,Urbanus_dorantes,Urbanus dorantes
Hesperiidae_Eudaminae__Astraptes_egregius,Astraptes egregius,Astraptes_egregius,Astraptes egregius
Hesperiidae_Eudaminae__Achalarus_casica,Achalarus casica,Achalarus_casica,Achalarus casica
Hesperiidae_Eudaminae__Achalarus_lyciades,Achalarus lyciades,Achalarus_lyciades,Achalarus lyciades
Hesperiidae_Eudaminae__Astraptes_apastus,Astraptes apastus,Astraptes_apastus,Astraptes apastus
Hesperiidae_Eudaminae__Astraptes_fulgerator,Astraptes fulgerator,Astraptes_fulgerator,Astraptes fulgerator
Hesperiidae_Eudaminae__Astraptes_talus,Astraptes talus,Astraptes_talus,Astraptes talus
Hesperiidae_Eudaminae__Codatractus_hyster,Codatractus hyster,Codatractus_hyster,Codatractus hyster
Hesperiidae_Eudaminae__Autochton_cellus,Autochton cellus,Autochton_cellus,Autochton cellus
Hesperiidae_Eudaminae__Astraptes_brevicauda,Astraptes brevicauda,Astraptes_brevicauda,Astraptes brevicauda
Hesperiidae_Eudaminae__Astraptes_alardus,Astraptes alardus,Astraptes_alardus,Astraptes alardus
Hesperiidae_Eudaminae__Astraptes_alector,Astraptes alector,Astraptes_alector,Astraptes alector
Hesperiidae_Eudaminae__Astraptes_creteus,Astraptes creteus,Astraptes_creteus,Astraptes creteus
Hesperiidae_Eudaminae__Astraptes_chiriquensis,Astraptes chiriquensis,Astraptes_chiriquensis,Astraptes chiriquensis
Hesperiidae_Eudaminae__Urbanus_proteus,Urbanus proteus,Urbanus_proteus,Urbanus proteus
Hesperiidae_Eudaminae__Urbanus_pronus,Urbanus pronus,Urbanus_pronus,Urbanus pronus
Hesperiidae_Eudaminae__Astraptes_tucuti,Astraptes tucuti,Astraptes_tucuti,Astraptes tucuti
Hesperiidae_Eudaminae__Urbanus_pronta,Urbanus pronta,Urbanus_pronta,Urbanus pronta
Hesperiidae_Eudaminae__Urbanus_belli,Urbanus belli,Urbanus_belli,Urbanus belli
Hesperiidae_Eudaminae__Urbanus_viterboana,Urbanus viterboana,Urbanus_viterboana,Urbanus viterboana
Hesperiidae_Eudaminae__Urbanus_esta,Urbanus esta,Urbanus_esta,Urbanus esta
Hesperiidae_Eudaminae__Urbanus_evona,Urbanus evona,Urbanus_evona,Urbanus evona
Hesperiidae_Eudaminae__Urbanus_esmeraldus,Urbanus esmeraldus,Urbanus_esmeraldus,Urbanus esmeraldus
Hesperiidae_Eudaminae__Urbanus_prodicus,Urbanus prodicus,Urbanus_prodicus,Urbanus prodicus
Hesperiidae_Eudaminae__Autochton_neis,Autochton neis,Autochton_neis,Autochton neis
Hesperiidae_Eudaminae__Cabares_potrillo,Cabares potrillo,Cabares_potrillo,Cabares potrillo
Hesperiidae_Eudaminae__Autochton_bipunctatus,Autochton bipunctatus,Autochton_bipunctatus,Autochton bipunctatus
Hesperiidae_Eudaminae__Spathilepia_clonius,Spathilepia clonius,Spathilepia_clonius,Spathilepia clonius
Hesperiidae_Eudaminae__Proteides_mercurius,Proteides mercurius,Proteides_mercurius,Proteides mercurius
Hesperiidae_Eudaminae__Astraptes_janeira,Astraptes janeira,Astraptes_janeira,Astraptes janeira
Hesperiidae_Eudaminae__Astraptes_enotrus,Astraptes enotrus,Astraptes_enotrus,Astraptes enotrus
Hesperiidae_Eudaminae__Epargyreus_zestos,Epargyreus zestos,Epargyreus_zestos,Epargyreus zestos
Hesperiidae_Eudaminae__Epargyreus_clarus,Epargyreus clarus,Epargyreus_clarus,Epargyreus clarus
Hesperiidae_Eudaminae__Epargyreus_exadeus,Epargyreus exadeus,Epargyreus_exadeus,Epargyreus exadeus
Hesperiidae_Eudaminae__Epargyreus_socus,Epargyreus socus,Epargyreus_socus,Epargyreus socus
Hesperiidae_Eudaminae__Chioides_zilpa,Chioides zilpa,Chioides_zilpa,Chioides zilpa
Hesperiidae_Eudaminae__Chioides_catillus,Chioides catillus,Chioides_catillus,Chioides catillus
Hesperiidae_Eudaminae__Chioides_albofasciatus,Chioides albofasciatus,Chioides_albofasciatus,Chioides albofasciatus
Hesperiidae_Eudaminae__Narcosius_parisi,Narcosius parisi,Narcosius_parisi,Narcosius parisi
Hesperiidae_Eudaminae__Narcosius_colossus,Narcosius colossus,Narcosius_colossus,Narcosius colossus
Hesperiidae_Eudaminae__Narcosius_samson,Narcosius samson,Narcosius_samson,Narcosius samson
Hesperiidae_Eudaminae__Narcosius_nazaraeus,Narcosius nazaraeus,Narcosius_nazaraeus,Narcosius nazaraeus
Hesperiidae_Eudaminae__Ridens_allyni,Ridens allyni,Ridens_allyni,Ridens allyni
Hesperiidae_Eudaminae__Ridens_mephitis,Ridens mephitis,Ridens_mephitis,Ridens mephitis
Hesperiidae_Eudaminae__Codatractus_valeriana,Codatractus valeriana,Codatractus_valeriana,Codatractus valeriana
Hesperiidae_Eudaminae__Aguna_claxon,Aguna claxon,Aguna_claxon,Aguna claxon
Hesperiidae_Eudaminae__Aguna_metophis,Aguna metophis,Aguna_metophis,Aguna metophis
Hesperiidae_Eudaminae__Aguna_aurunce,Aguna aurunce,Aguna_aurunce,Aguna aurunce
Hesperiidae_Eudaminae__Aguna_coeloides,Aguna coeloides,Aguna_coeloides,Aguna coeloides
Hesperiidae_Eudaminae__Aguna_asander,Aguna asander,Aguna_asander,Aguna asander
Hesperiidae_Eudaminae__Aguna_albistria,Aguna albistria,Aguna_albistria,Aguna albistria
Hesperiidae_Eudaminae__Calliades_zeutus,Calliades zeutus,Calliades_zeutus,Calliades zeutus
Hesperiidae_Eudaminae__Codatractus_arizonensis,Codatractus arizonensis,Codatractus_arizonensis,Codatractus arizonensis
Hesperiidae_Eudaminae__Codatractus_melon,Codatractus melon,Codatractus_melon,Codatractus melon
Hesperiidae_Eudaminae__Codatractus_bryaxis,Codatractus bryaxis,Codatractus_bryaxis,Codatractus bryaxis
Hesperiidae_Eudaminae__Codatractus_carlos,Codatractus carlos,Codatractus_carlos,Codatractus carlos
Hesperiidae_Eudaminae__Codatractus_alcaeus,Codatractus alcaeus,Codatractus_alcaeus,Codatractus alcaeus
Hesperiidae_Eudaminae__Zestusa_levona,Zestusa levona,Zestusa_levona,Zestusa levona
Hesperiidae_Eudaminae__Zestusa_dorus,Zestusa dorus,Zestusa_dorus,Zestusa dorus
Hesperiidae_Eudaminae__Zestusa_staudingeri,Zestusa staudingeri,Zestusa_staudingeri,Zestusa staudingeri
Hesperiidae_Eudaminae__Zestusa_elwesi,Zestusa elwesi,Zestusa_elwesi,Zestusa elwesi
Hesperiidae_Eudaminae__Ridens_crison,Ridens crison,Ridens_crison,Ridens crison
Hesperiidae_Eudaminae__Cogia_cajeta,Cogia cajeta,Cogia_cajeta,Cogia cajeta
Hesperiidae_Eudaminae__Typhedanus_ampyx,Typhedanus ampyx,Typhedanus_ampyx,Typhedanus ampyx
Hesperiidae_Eudaminae__Cogia_caicus,Cogia caicus,Cogia_caicus,Cogia caicus
Hesperiidae_Eudaminae__Cogia_hippalus,Cogia hippalus,Cogia_hippalus,Cogia hippalus
Hesperiidae_Eudaminae__Cogia_outis,Cogia outis,Cogia_outis,Cogia outis
Hesperiidae_Eudaminae__Typhedanus_undulatus,Typhedanus undulatus,Typhedanus_undulatus,Typhedanus undulatus
Hesperiidae_Eudaminae__Cogia_calchas,Cogia calchas,Cogia_calchas,Cogia calchas
Hesperiidae_Eudaminae__Udranomia_orcinus,Udranomia orcinus,Udranomia_orcinus,Udranomia orcinus
Hesperiidae_Eudaminae__Udranomia_kikkawai,Udranomia kikkawai,Udranomia_kikkawai,Udranomia kikkawai
Hesperiidae_Eudaminae__Phanus_marshalli,Phanus marshalli,Phanus_marshalli,Phanus marshalli
Hesperiidae_Eudaminae__Phanus_albiapicalis,Phanus albiapicalis,Phanus_albiapicalis,Phanus albiapicalis
Hesperiidae_Eudaminae__Phanus_vitreus,Phanus vitreus,Phanus_vitreus,Phanus vitreus
Pieridae_Coliadinae__Eurema_agave,Eurema agave,Eurema_agave,Eurema agave
Pieridae_Coliadinae__Kricogonia_lyside,Kricogonia lyside,Kricogonia_lyside,Kricogonia lyside
Pieridae_Coliadinae__Nathalis_iole,Nathalis iole,Nathalis_iole,Nathalis iole
Pieridae_Coliadinae__Pyrisitia_lisa,Pyrisitia lisa,Pyrisitia_lisa,Pyrisitia lisa
Pieridae_Coliadinae__Pyrisitia_nise,Pyrisitia nise,Pyrisitia_nise,Pyrisitia nise
Pieridae_Coliadinae__Pyrisitia_proterpia,Pyrisitia proterpia,Pyrisitia_proterpia,Pyrisitia proterpia
Pieridae_Coliadinae__Pyrisitia_dina,Pyrisitia dina,Pyrisitia_dina,Pyrisitia dina
Pieridae_Coliadinae__Eurema_daira,Eurema daira,Eurema_daira,Eurema daira
Pieridae_Coliadinae__Eurema_albula,Eurema albula,Eurema_albula,Eurema albula
Pieridae_Coliadinae__Eurema_mexicana,Eurema mexicana,Eurema_mexicana,Eurema mexicana
Pieridae_Coliadinae__Eurema_salome,Eurema salome,Eurema_salome,Eurema salome
Pieridae_Coliadinae__Eurema_xantochlora,Eurema xantochlora,Eurema_xantochlora,Eurema xantochlora
Pieridae_Coliadinae__Eurema_boisduvaliana,Eurema boisduvaliana,Eurema_boisduvaliana,Eurema boisduvaliana
Pieridae_Coliadinae__Abaeis_nicippe,Abaeis nicippe,Abaeis_nicippe,Abaeis nicippe
Pieridae_Coliadinae__Colias_erate,Colias erate,Colias_erate,Colias erate
Pieridae_Coliadinae__Colias_scudderii,Colias scudderii,Colias_scudderii,Colias scudderii
Pieridae_Coliadinae__Colias_interior,Colias interior,Colias_interior,Colias interior
Pieridae_Coliadinae__Colias_pelidne,Colias pelidne,Colias_pelidne,Colias pelidne
Pieridae_Coliadinae__Colias_hecla,Colias hecla,Colias_hecla,Colias hecla
Pieridae_Coliadinae__Colias_hyperborea,Colias hyperborea,Colias_hyperborea,Colias hyperborea
Pieridae_Coliadinae__Colias_tyche,Colias tyche,Colias_tyche,Colias tyche
Pieridae_Coliadinae__Colias_harfordii,Colias harfordii,Colias_harfordii,Colias harfordii
Pieridae_Coliadinae__Colias_philodice,Colias philodice,Colias_philodice,Colias philodice
Pieridae_Coliadinae__Colias_eurytheme,Colias eurytheme,Colias_eurytheme,Colias eurytheme
Pieridae_Coliadinae__Colias_palaeno,Colias palaeno,Colias_palaeno,Colias palaeno
Pieridae_Coliadinae__Colias_nastes,Colias nastes,Colias_nastes,Colias nastes
Pieridae_Coliadinae__Colias_meadii,Colias meadii,Colias_meadii,Colias meadii
Pieridae_Coliadinae__Colias_christina,Colias christina,Colias_christina,Colias christina
Pieridae_Coliadinae__Colias_behrii,Colias behrii,Colias_behrii,Colias behrii
Pieridae_Coliadinae__Colias_canadensis,Colias canadensis,Colias_canadensis,Colias canadensis
Pieridae_Coliadinae__Colias_occidentalis,Colias occidentalis,Colias_occidentalis,Colias occidentalis
Pieridae_Coliadinae__Colias_alexandra,Colias alexandra,Colias_alexandra,Colias alexandra
Pieridae_Coliadinae__Zerene_eurydice,Zerene eurydice,Zerene_eurydice,Zerene eurydice
Pieridae_Coliadinae__Zerene_cesonia,Zerene cesonia,Zerene_cesonia,Zerene cesonia
Pieridae_Coliadinae__Anteos_clorinde,Anteos clorinde,Anteos_clorinde,Anteos clorinde
Pieridae_Coliadinae__Anteos_maerula,Anteos maerula,Anteos_maerula,Anteos maerula
Pieridae_Coliadinae__Aphrissa_boisduvalii,Aphrissa boisduvalii,Aphrissa_boisduvalii,Aphrissa boisduvalii
Pieridae_Coliadinae__Aphrissa_statira,Aphrissa statira,Aphrissa_statira,Aphrissa statira
Pieridae_Coliadinae__Rhabdodryas_trite,Rhabdodryas trite,Rhabdodryas_trite,Rhabdodryas trite
Pieridae_Coliadinae__Phoebis_agarithe,Phoebis agarithe,Phoebis_agarithe,Phoebis agarithe
Pieridae_Coliadinae__Phoebis_argante,Phoebis argante,Phoebis_argante,Phoebis argante
Pieridae_Coliadinae__Phoebis_neocypris,Phoebis neocypris,Phoebis_neocypris,Phoebis neocypris
Pieridae_Coliadinae__Phoebis_philea,Phoebis philea,Phoebis_philea,Phoebis philea
Pieridae_Coliadinae__Phoebis_sennae,Phoebis sennae,Phoebis_sennae,Phoebis sennae
Pieridae_Pierinae_Anthocharidini_Hesperocharis_crocea,Hesperocharis crocea,Hesperocharis_crocea,Hesperocharis crocea
Pieridae_Pierinae_Anthocharidini_Hesperocharis_costaricensis,Hesperocharis costaricensis,Hesperocharis_costaricensis,Hesperocharis costaricensis
Pieridae_Pierinae_Anthocharidini_Hesperocharis_graphites,Hesperocharis graphites,Hesperocharis_graphites,Hesperocharis graphites
Pieridae_Pierinae_Anthocharidini_Anthocharis_sara,Anthocharis sara,Anthocharis_sara,Anthocharis sara
Pieridae_Pierinae_Anthocharidini_Anthocharis_julia,Anthocharis julia,Anthocharis_julia,Anthocharis julia
Pieridae_Pierinae_Anthocharidini_Euchloe_olympia,Euchloe olympia,Euchloe_olympia,Euchloe olympia
Pieridae_Pierinae_Anthocharidini_Euchloe_creusa,Euchloe creusa,Euchloe_creusa,Euchloe creusa
Pieridae_Pierinae_Anthocharidini_Euchloe_naina,Euchloe naina,Euchloe_naina,Euchloe naina
Pieridae_Pierinae_Anthocharidini_Euchloe_hyantis,Euchloe hyantis,Euchloe_hyantis,Euchloe hyantis
Pieridae_Pierinae_Anthocharidini_Euchloe_lotta,Euchloe lotta,Euchloe_lotta,Euchloe lotta
Pieridae_Pierinae_Anthocharidini_Euchloe_guaymasensis,Euchloe guaymasensis,Euchloe_guaymasensis,Euchloe guaymasensis
Pieridae_Pierinae_Anthocharidini_Euchloe_ausonides,Euchloe ausonides,Euchloe_ausonides,Euchloe ausonides
Pieridae_Pierinae_Anthocharidini_Anthocharis_lanceolata,Anthocharis lanceolata,Anthocharis_lanceolata,Anthocharis lanceolata
Pieridae_Pierinae_Anthocharidini_Anthocharis_cethura,Anthocharis cethura,Anthocharis_cethura,Anthocharis cethura
Pieridae_Pierinae_Anthocharidini_Anthocharis_midea,Anthocharis midea,Anthocharis_midea,Anthocharis midea
Pieridae_Pierinae_Pierini_Pieris_virginiensis,Pieris virginiensis,Pieris_virginiensis,Pieris virginiensis
Pieridae_Pierinae_Pierini_Pieris_angelika,Pieris angelika,Pieris_angelika,Pieris angelika
Pieridae_Pierinae_Pierini_Pieris_oleracea,Pieris oleracea,Pieris_oleracea,Pieris oleracea
Pieridae_Pierinae_Pierini_Pieris_canidia,Pieris canidia,Pieris_canidia,Pieris canidia
Pieridae_Pierinae_Pierini_Pieris_rapae,Pieris rapae,Pieris_rapae,Pieris rapae
Pieridae_Pierinae_Pierini_Pontia_occidentalis,Pontia occidentalis,Pontia_occidentalis,Pontia occidentalis
Pieridae_Pierinae_Pierini_Pontia_protodice,Pontia protodice,Pontia_protodice,Pontia protodice
Pieridae_Pierinae_Pierini_Pontia_sisymbrii,Pontia sisymbrii,Pontia_sisymbrii,Pontia sisymbrii
Pieridae_Pierinae_Pierini_Ganyra_josephina,Ganyra josephina,Ganyra_josephina,Ganyra josephina
Pieridae_Pierinae_Pierini_Ganyra_phaloe,Ganyra phaloe,Ganyra_phaloe,Ganyra phaloe
Pieridae_Pierinae_Pierini_Ascia_monuste,Ascia monuste,Ascia_monuste,Ascia monuste
Pieridae_Pierinae_Pierini_Perrhybris_pamela,Perrhybris pamela,Perrhybris_pamela,Perrhybris pamela
Pieridae_Pierinae_Pierini_Itaballia_demophile,Itaballia demophile,Itaballia_demophile,Itaballia demophile
Pieridae_Pierinae_Pierini_Itaballia_pandosia,Itaballia pandosia,Itaballia_pandosia,Itaballia pandosia
Pieridae_Pierinae_Pierini_Pieriballia_viardi,Pieriballia viardi,Pieriballia_viardi,Pieriballia viardi
Pieridae_Pierinae_Pierini_Leptophobia_aripa,Leptophobia aripa,Leptophobia_aripa,Leptophobia aripa
Pieridae_Pierinae_Pierini_Pontia_beckerii,Pontia beckerii,Pontia_beckerii,Pontia beckerii
Pieridae_Pierinae_Pierini_Melete_polyhymnia,Melete polyhymnia,Melete_polyhymnia,Melete polyhymnia
Pieridae_Pierinae_Pierini_Melete_lycimnia,Melete lycimnia,Melete_lycimnia,Melete lycimnia
Pieridae_Pierinae_Pierini_Charonias_eurytele,Charonias eurytele,Charonias_eurytele,Charonias eurytele
Pieridae_Pierinae_Pierini_Pereute_charops,Pereute charops,Pereute_charops,Pereute charops
Pieridae_Pierinae_Pierini_Eucheira_socialis,Eucheira socialis,Eucheira_socialis,Eucheira socialis
Pieridae_Pierinae_Pierini_Catasticta_teutila,Catasticta teutila,Catasticta_teutila,Catasticta teutila
Pieridae_Pierinae_Pierini_Catasticta_nimbice,Catasticta nimbice,Catasticta_nimbice,Catasticta nimbice
Pieridae_Pierinae_Pierini_Archonias_brassolis,Archonias brassolis,Archonias_brassolis,Archonias brassolis
Pieridae_Pierinae_Pierini_Catasticta_flisa,Catasticta flisa,Catasticta_flisa,Catasticta flisa
Pieridae_Pierinae_Pierini_Neophasia_terlooii,Neophasia terlooii,Neophasia_terlooii,Neophasia terlooii
Pieridae_Pierinae_Pierini_Neophasia_menapia,Neophasia menapia,Neophasia_menapia,Neophasia menapia
Pieridae_Pierinae_Pierini_Glutophrissa_drusilla,Glutophrissa drusilla,Glutophrissa_drusilla,Glutophrissa drusilla
Pieridae_Dismorphiinae__Dismorphia_theucharila,Dismorphia theucharila,Dismorphia_theucharila,Dismorphia theucharila
Pieridae_Dismorphiinae__Dismorphia_amphione,Dismorphia amphione,Dismorphia_amphione,Dismorphia amphione
Pieridae_Dismorphiinae__Dismorphia_crisia,Dismorphia crisia,Dismorphia_crisia,Dismorphia crisia
Pieridae_Dismorphiinae__Dismorphia_eunoe,Dismorphia eunoe,Dismorphia_eunoe,Dismorphia eunoe
Pieridae_Dismorphiinae__Lieinix_nemesis,Lieinix nemesis,Lieinix_nemesis,Lieinix nemesis
Pieridae_Dismorphiinae__Enantia_jethys,Enantia jethys,Enantia_jethys,Enantia jethys
Pieridae_Dismorphiinae__Enantia_mazai,Enantia mazai,Enantia_mazai,Enantia mazai
Pieridae_Dismorphiinae__Enantia_albania,Enantia albania,Enantia_albania,Enantia albania
Pieridae_Dismorphiinae__Enantia_lina,Enantia lina,Enantia_lina,Enantia lina
Pieridae_Dismorphiinae__Pseudopieris_nehemia,Pseudopieris nehemia,Pseudopieris_nehemia,Pseudopieris nehemia
Nymphalidae_Heliconiinae_Argynnini_Argynnis_diana,Argynnis diana,Argynnis_diana,Speyeria diana
Nymphalidae_Heliconiinae_Argynnini_Argynnis_nokomis,Argynnis nokomis,Argynnis_nokomis,Argynnis nokomis
Nymphalidae_Heliconiinae_Argynnini_Argynnis_edwardsii,Argynnis edwardsii,Argynnis_edwardsii,Argynnis edwardsii
Nymphalidae_Heliconiinae_Argynnini_Argynnis_egleis,Argynnis egleis,Argynnis_egleis,Argynnis egleis
Nymphalidae_Heliconiinae_Argynnini_Argynnis_hesperis,Argynnis hesperis,Argynnis_hesperis,Argynnis hesperis
Nymphalidae_Heliconiinae_Argynnini_Argynnis_atlantis,Argynnis atlantis,Argynnis_atlantis,Speyeria atlantis
Nymphalidae_Heliconiinae_Argynnini_Argynnis_mormonia,Argynnis mormonia,Argynnis_mormonia,Argynnis mormonia
Nymphalidae_Heliconiinae_Argynnini_Argynnis_zerene,Argynnis zerene,Argynnis_zerene,Argynnis zerene
Nymphalidae_Heliconiinae_Argynnini_Argynnis_cybele,Argynnis cybele,Argynnis_cybele,Speyeria cybele
Nymphalidae_Heliconiinae_Argynnini_Argynnis_hydaspe,Argynnis hydaspe,Argynnis_hydaspe,Argynnis hydaspe
Nymphalidae_Heliconiinae_Argynnini_Argynnis_idalia,Argynnis idalia,Argynnis_idalia,Speyeria idalia
Nymphalidae_Heliconiinae_Argynnini_Boloria_selene,Boloria selene,Boloria_selene,Boloria selene
Nymphalidae_Heliconiinae_Argynnini_Boloria_astarte,Boloria astarte,Boloria_astarte,Boloria astarte
Nymphalidae_Heliconiinae_Argynnini_Boloria_chariclea,Boloria chariclea,Boloria_chariclea,Clossiana chariclea
Nymphalidae_Heliconiinae_Argynnini_Boloria_natazhati,Boloria natazhati,Boloria_natazhati,Boloria natazhati
Nymphalidae_Heliconiinae_Argynnini_Boloria_freija,Boloria freija,Boloria_freija,Boloria freija
Nymphalidae_Heliconiinae_Argynnini_Boloria_alberta,Boloria alberta,Boloria_alberta,Boloria alberta
Nymphalidae_Heliconiinae_Argynnini_Boloria_polaris,Boloria polaris,Boloria_polaris,Boloria polaris
Nymphalidae_Heliconiinae_Argynnini_Boloria_frigga,Boloria frigga,Boloria_frigga,Boloria frigga
Nymphalidae_Heliconiinae_Argynnini_Boloria_improba,Boloria improba,Boloria_improba,Boloria improba
Nymphalidae_Heliconiinae_Argynnini_Boloria_epithore,Boloria epithore,Boloria_epithore,Boloria epithore
Nymphalidae_Heliconiinae_Argynnini_Boloria_kriemhild,Boloria kriemhild,Boloria_kriemhild,Boloria kriemhild
Nymphalidae_Heliconiinae_Argynnini_Boloria_bellona,Boloria bellona,Boloria_bellona,Boloria bellona
Nymphalidae_Heliconiinae_Argynnini_Boloria_alaskensis,Boloria alaskensis,Boloria_alaskensis,Boloria alaskensis
Nymphalidae_Heliconiinae_Argynnini_Boloria_napaea,Boloria napaea,Boloria_napaea,Boloria napaea
Nymphalidae_Heliconiinae_Argynnini_Boloria_eunomia,Boloria eunomia,Boloria_eunomia,Boloria eunomia
Nymphalidae_Heliconiinae_Argynnini_Euptoieta_hegesia,Euptoieta hegesia,Euptoieta_hegesia,Euptoieta hegesia
Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Euptoieta claudia,Euptoieta_claudia,Euptoieta claudia
Nymphalidae_Heliconiinae_Acraeini_Actinote_guatemalena,Actinote guatemalena,Actinote_guatemalena,Actinote guatemalena
Nymphalidae_Heliconiinae_Acraeini_Altinote_stratonice,Altinote stratonice,Altinote_stratonice,Altinote stratonice
Nymphalidae_Heliconiinae_Acraeini_Actinote_anteas,Actinote anteas,Actinote_anteas,Actinote anteas
Nymphalidae_Heliconiinae_Heliconiini_Eueides_aliphera,Eueides aliphera,Eueides_aliphera,Eueides aliphera
Nymphalidae_Heliconiinae_Heliconiini_Eueides_isabella,Eueides isabella,Eueides_isabella,Eueides isabella
Nymphalidae_Heliconiinae_Heliconiini_Eueides_vibilia,Eueides vibilia,Eueides_vibilia,Eueides vibilia
Nymphalidae_Heliconiinae_Heliconiini_Eueides_procula,Eueides procula,Eueides_procula,Eueides procula
Nymphalidae_Heliconiinae_Heliconiini_Eueides_lineata,Eueides lineata,Eueides_lineata,Eueides lineata
Nymphalidae_Heliconiinae_Heliconiini_Laparus_doris,Laparus doris,Laparus_doris,Laparus doris
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_cydno,Heliconius cydno,Heliconius_cydno,Heliconius cydno
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_ismenius,Heliconius ismenius,Heliconius_ismenius,Heliconius ismenius
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_hecale,Heliconius hecale,Heliconius_hecale,Heliconius hecale
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_charithonia,Heliconius charithonia,Heliconius_charithonia,Heliconius charithonia
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_sapho,Heliconius sapho,Heliconius_sapho,Heliconius sapho
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_sara,Heliconius sara,Heliconius_sara,Heliconius sara
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_hortense,Heliconius hortense,Heliconius_hortense,Heliconius hortense
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_erato,Heliconius erato,Heliconius_erato,Heliconius erato
Nymphalidae_Heliconiinae_Heliconiini_Heliconius_hecalesia,Heliconius hecalesia,Heliconius_hecalesia,Heliconius hecalesia
Nymphalidae_Heliconiinae_Heliconiini_Agraulis_vanillae,Agraulis vanillae,Agraulis_vanillae,Agraulis vanillae
Nymphalidae_Heliconiinae_Heliconiini_Dione_juno,Dione juno,Dione_juno,Dione juno
Nymphalidae_Heliconiinae_Heliconiini_Dione_moneta,Dione moneta,Dione_moneta,Dione moneta
Nymphalidae_Heliconiinae_Heliconiini_Philaethria_diatonica,Philaethria diatonica,Philaethria_diatonica,Philaethria diatonica
Nymphalidae_Heliconiinae_Heliconiini_Dryadula_phaetusa,Dryadula phaetusa,Dryadula_phaetusa,Dryadula phaetusa
Nymphalidae_Heliconiinae_Heliconiini_Dryas_iulia,Dryas iulia,Dryas_iulia,Dryas iulia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_basiloides,Adelpha basiloides,Adelpha_basiloides,Adelpha basiloides
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_iphiclus,Adelpha iphiclus,Adelpha_iphiclus,Adelpha iphiclus
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_iphicleola,Adelpha iphicleola,Adelpha_iphicleola,Adelpha iphicleola
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_ethelda,Adelpha ethelda,Adelpha_ethelda,Adelpha ethelda
